dept_id,dept_name,dept_category,division,dept_type,dept_age_years,location_type,team_size,reporting_structure,manager_experience_level,supervisor_experience_level,primary_function,secondary_function,creation_reason,oversight_body,reporting_lag_days,training_hours_quarterly,violations_past_3years,remediation_plan_active,executive_support,external_consulting,engagement_programs,onboarding_program,improvement_commitment,digital_systems,external_partnerships,interdept_collaboration_score,resource_availability_score,external_interactions_frequency,risk_exposure_operational,risk_exposure_financial,operational_health_index,reporting_gaps_annual,audit_score_q1,audit_score_q2,compliance_score_final,overall_risk_score
DEPT-6494,Compliance - Advanced Region,Financial_Reporting,Corporate_HQ,Support,8.0,Urban,Large,Centralized,2.0,1.0,,,,Internal_Audit,2.0,40.0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,3.0,,1.0,2.0,,2.0,60.0,60.0,75.0,16.0
DEPT-9669,Ethics and Compliance - Central Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-8968,Alpha Financial Controls,Financial_Reporting,Corporate_HQ,Support,,Remote,Large,,2.0,,Other,Other,Regulation,Compliance_Officer,2.0,40.0,,0.0,1.0,1.0,,,0.0,,,1.0,2.0,3.0,,2.0,2.0,8.0,50.0,60.0,60.0,19.0
DEPT-1864,Governance - Central Region,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Small,Centralized,4.0,4.0,Finance,,Merger,Internal_Audit,1.0,60.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,1.0,,4.0,2.0,75.0,75.0,70.0,11.0
DEPT-5319,Elite Ethics and Compliance,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-7028,Tactical Regulatory Affairs,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,,Centralized,2.0,1.0,Administrative,,Regulation,Internal_Audit,4.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,45.0,45.0,55.0,12.0
DEPT-3484,Audit Services - Emerging Region,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,,Centralized,3.0,3.0,Other,Other,Restructuring,Internal_Audit,1.0,,0.0,0.0,1.0,,0.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,3.0,4.0,2.0,45.0,55.0,55.0,21.0
DEPT-5006,Premier Services,Financial_Reporting,Corporate_HQ,Support,7.0,,,Centralized,2.0,4.0,Operations,Operations,Expansion,,1.0,40.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,5.0,4.0,2.0,2.0,,5.0,0.0,85.0,90.0,85.0,25.0
DEPT-7893,East Hub,Financial_Reporting,Corporate_HQ,Legal,8.0,Urban,Large,Centralized,4.0,4.0,Compliance,Operations,Restructuring,Internal_Audit,2.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,4.0,1.0,4.0,3.0,6.0,55.0,60.0,60.0,28.0
DEPT-5218,Digital Solutions,Financial_Reporting,Regional_Operations,,10.0,Remote,Large,,1.0,0.0,Administrative,Other,Innovation,External_Auditor,5.0,44.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,2.0,1.0,,2.0,2.0,7.0,66.0,71.6,72.7,43.5
DEPT-1797,Regional Hub,Financial_Reporting,Corporate_HQ,,6.0,Remote,,Centralized,4.0,4.0,Finance,Compliance,Merger,Internal_Audit,,40.0,0.0,0.0,1.0,0.0,1.0,,1.0,,0.0,2.0,4.0,4.0,2.0,3.0,4.0,,85.0,80.0,80.0,25.0
DEPT-2147,Alpha Division,Financial_Reporting,Corporate_HQ,Support,8.0,Remote,Small,,1.0,1.0,Administrative,Other,Expansion,Internal_Audit,2.0,80.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,,2.0,1.0,1.0,3.0,2.0,85.0,85.0,90.0,11.0
DEPT-2460,Quality Assurance - East Region,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,Large,Centralized,4.0,4.0,Finance,Operations,Restructuring,Internal_Audit,1.0,40.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,4.0,2.0,3.0,4.0,5.0,0.0,50.0,55.0,55.0,35.0
DEPT-7691,Governance - Premier Region,Financial_Reporting,Corporate_HQ,Support,5.0,Remote,Small,Centralized,,1.0,Other,,Expansion,External_Auditor,2.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,2.0,,3.0,3.0,,75.0,75.0,75.0,28.0
DEPT-6826,Regional Department,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Large,Centralized,4.0,4.0,Finance,Other,Expansion,External_Auditor,1.0,40.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,4.0,2.0,4.0,2.0,4.0,1.0,0.0,65.0,65.0,70.0,30.0
DEPT-6506,North Business Integrity,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-3404,Emerging Solutions,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Small,Centralized,2.0,2.0,Other,Administrative,Regulation,External_Auditor,2.0,40.0,1.0,1.0,,0.0,1.0,,1.0,1.0,0.0,4.0,3.0,3.0,2.0,2.0,5.0,14.0,50.0,55.0,55.0,37.0
DEPT-4248,Compliance - Central Region,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Small,Centralized,4.0,2.0,,Operations,,,,80.0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,,,1.0,1.0,4.0,2.0,,,85.0,11.0
DEPT-2792,Elite Department,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Large,Centralized,3.0,1.0,Other,Other,Expansion,External_Auditor,2.0,80.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,2.0,,1.0,5.0,2.0,65.0,55.0,,11.0
DEPT-1953,South Office,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Small,Centralized,4.0,4.0,,Compliance,,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,5.0,2.0,1.0,2.0,3.0,0.0,55.0,50.0,55.0,15.0
DEPT-2656,Strategic Quality Assurance,Financial_Reporting,Corporate_HQ,Legal,8.0,Urban,Large,Centralized,2.0,2.0,Other,Other,Regulation,Internal_Audit,1.0,20.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,2.0,4.0,5.0,2.0,50.0,50.0,50.0,31.0
DEPT-4898,Beta Risk Management,Financial_Reporting,Corporate_HQ,Finance,,Remote,,Centralized,0.0,4.0,Legal,Legal,Innovation,Internal_Audit,3.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.0,1.0,2.0,4.0,4.0,1.0,2.0,10.0,86.2,92.7,94.0,
DEPT-6612,Regional Compliance,Financial_Reporting,Corporate_HQ,,6.0,,Large,Centralized,2.0,3.0,Other,Other,Expansion,Internal_Audit,,40.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,4.0,4.0,,1.0,3.0,4.0,,55.0,60.0,60.0,22.0
DEPT-5313,Quality Assurance - Alpha Region,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Large,Autonomous,3.0,3.0,Other,Other,Regulation,Compliance_Officer,2.0,20.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,3.0,2.0,,1.0,5.0,4.0,45.0,45.0,50.0,12.0
DEPT-6883,Regulatory Affairs - Strategic Region,Risk_Management,Corporate_HQ,Operations,8.0,Suburban,Small,Centralized,4.0,0.0,Legal,Administrative,,,3.0,40.0,4.0,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,14.0,77.6,79.5,79.8,67.0
DEPT-4659,Quality Assurance - Tactical Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-8889,East Unit,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-2357,Ethics and Compliance - Beta Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-7170,Digital Risk Management,Financial_Reporting,Corporate_HQ,Technology,7.0,Urban,Small,Centralized,4.0,4.0,Other,Compliance,Restructuring,External_Auditor,2.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,4.0,1.0,1.0,2.0,2.0,5.0,0.0,60.0,65.0,65.0,20.0
DEPT-9958,Innovation Department,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,,Centralized,2.0,4.0,Operations,Operations,Regulation,External_Auditor,1.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,4.0,3.0,,1.0,1.0,5.0,8.0,70.0,,80.0,
DEPT-2916,Regulatory Affairs - Digital Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-4992,Strategic Quality Assurance,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-6539,North Office,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-5019,Audit Services - Regional Region,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Small,Centralized,2.0,2.0,Other,Other,,Internal_Audit,1.0,40.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,,,4.0,,1.0,1.0,3.0,0.0,65.0,60.0,65.0,10.0
DEPT-5408,Core Office,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Large,Centralized,4.0,4.0,Operations,Compliance,Restructuring,Internal_Audit,2.0,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,4.0,2.0,3.0,,30.0,70.0,75.0,80.0,
DEPT-5560,South Compliance,Financial_Reporting,Corporate_HQ,Operations,7.0,Urban,Large,Centralized,2.0,1.0,Other,Other,,,1.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,4.0,,1.0,2.0,5.0,22.0,45.0,35.0,30.0,26.0
DEPT-3427,Strategic Financial Controls,Risk_Management,Corporate_HQ,Operations,15.0,Remote,Small,Hybrid,4.0,1.0,Finance,Administrative,Regulation,External_Auditor,5.0,89.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,5.0,,,1.0,30.0,52.7,54.1,54.3,
DEPT-6097,Financial Controls - Elite Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-7719,Elite Regulatory Affairs,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Small,Autonomous,2.0,1.0,Other,Other,Regulation,Internal_Audit,3.0,20.0,0.0,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,5.0,,,50.0,55.0,19.0
DEPT-2401,Business Integrity - Alpha Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-4589,West Quality Assurance,Financial_Reporting,Corporate_HQ,Operations,,Urban,Small,Centralized,4.0,4.0,Compliance,Other,Restructuring,Compliance_Officer,,20.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,5.0,4.0,3.0,2.0,4.0,5.0,8.0,50.0,55.0,55.0,34.0
DEPT-4544,Audit Services - Metro Region,Financial_Reporting,Corporate_HQ,Operations,5.0,Remote,Large,Centralized,4.0,4.0,Other,Other,Restructuring,External_Auditor,4.0,,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,5.0,1.0,8.0,60.0,50.0,55.0,
DEPT-5625,Tactical Audit Services,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,,,1.0,1.0,Administrative,Administrative,Regulation,Internal_Audit,1.0,60.0,0.0,0.0,1.0,0.0,1.0,1.0,,1.0,1.0,4.0,3.0,2.0,1.0,2.0,4.0,10.0,55.0,50.0,,20.0
DEPT-2092,Prime Risk Management,Financial_Reporting,Corporate_HQ,Support,,Urban,Large,Autonomous,4.0,3.0,Operations,,Expansion,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,0.0,4.0,,2.0,1.0,1.0,1.0,0.0,75.0,70.0,75.0,10.0
DEPT-7521,West Business Integrity,Financial_Reporting,Corporate_HQ,Support,8.0,Remote,Large,Centralized,2.0,1.0,Other,Other,Expansion,Internal_Audit,2.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,4.0,3.0,5.0,,2.0,3.0,12.0,40.0,45.0,,21.0
DEPT-8642,Process Excellence - Tactical Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-3465,Internal Controls - Global Region,Financial_Reporting,Corporate_HQ,Support,5.0,Remote,Large,Centralized,2.0,4.0,Operations,Finance,Regulation,Internal_Audit,,60.0,0.0,1.0,1.0,0.0,1.0,,1.0,1.0,0.0,4.0,,2.0,1.0,1.0,,2.0,50.0,55.0,50.0,11.0
DEPT-2954,Strategic Unit,Financial_Reporting,Corporate_HQ,Support,5.0,Urban,Large,Centralized,3.0,2.0,Finance,Operations,Restructuring,External_Auditor,1.0,40.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,,1.0,,3.0,2.0,55.0,55.0,55.0,
DEPT-6500,Governance - Strategic Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-5955,Regional Office,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-1472,East Audit Services,Financial_Reporting,Corporate_HQ,,9.0,,,Centralized,2.0,2.0,Operations,Operations,Restructuring,Internal_Audit,1.0,40.0,0.0,0.0,,0.0,,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,1.0,5.0,0.0,50.0,50.0,55.0,10.0
DEPT-2487,Tactical Internal Controls,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-8720,Regional Division,Financial_Reporting,Corporate_HQ,,5.0,Urban,Small,Autonomous,4.0,4.0,Compliance,Compliance,Regulation,Internal_Audit,1.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,5.0,3.0,1.0,1.0,4.0,4.0,65.0,70.0,70.0,12.0
DEPT-9093,Process Excellence - Regional Region,Financial_Reporting,Corporate_HQ,Support,5.0,Urban,,Centralized,3.0,,Operations,Other,,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,0.0,4.0,4.0,4.0,1.0,1.0,5.0,4.0,60.0,55.0,55.0,12.0
DEPT-4820,Core Team,Financial_Reporting,Corporate_HQ,Support,5.0,Urban,Small,Centralized,,2.0,Finance,Other,Merger,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,3.0,3.0,1.0,1.0,5.0,0.0,80.0,70.0,80.0,10.0
DEPT-6641,Alpha Ethics and Compliance,Financial_Reporting,Corporate_HQ,,7.0,Urban,Large,Centralized,4.0,4.0,Compliance,,Regulation,Internal_Audit,1.0,60.0,0.0,,1.0,,1.0,1.0,1.0,1.0,0.0,5.0,4.0,4.0,1.0,3.0,4.0,0.0,65.0,60.0,65.0,20.0
DEPT-5023,Legacy Branch,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-4194,Quality Assurance - Central Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-2377,South Financial Controls,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-4438,Central Audit Services,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Small,Centralized,,3.0,Finance,Other,Expansion,External_Auditor,1.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,0.0,70.0,60.0,,15.0
DEPT-9271,Metro Ethics and Compliance,Financial_Reporting,Corporate_HQ,Operations,8.0,Urban,Large,Centralized,2.0,2.0,Operations,Other,,,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,2.0,4.0,5.0,10.0,60.0,55.0,55.0,35.0
DEPT-9776,Regulatory Affairs - Legacy Region,Financial_Reporting,Corporate_HQ,Operations,7.0,Urban,Large,,4.0,4.0,,Compliance,Regulation,Internal_Audit,1.0,20.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,,1.0,1.0,2.0,5.0,6.0,50.0,40.0,45.0,18.0
DEPT-7715,Legacy Quality Assurance,Financial_Reporting,Corporate_HQ,,7.0,Urban,Large,Centralized,3.0,2.0,Operations,Operations,Regulation,,1.0,,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,5.0,5.0,2.0,4.0,5.0,2.0,40.0,40.0,35.0,
DEPT-4862,Innovation Group,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Large,Centralized,2.0,,Other,Other,Restructuring,External_Auditor,2.0,20.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,5.0,3.0,3.0,1.0,1.0,3.0,0.0,65.0,60.0,60.0,10.0
DEPT-1632,Legacy Regulatory Affairs,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-9996,Risk Management - Legacy Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-6110,South Hub,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-5023,Central Division,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Large,Centralized,1.0,1.0,,Operations,Regulation,External_Auditor,4.0,20.0,0.0,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,50.0,50.0,80.0,50.0
DEPT-7025,Emerging Quality Assurance,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-2915,Tactical Ethics and Compliance,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-5086,South Branch,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Large,Centralized,4.0,4.0,Compliance,Compliance,Restructuring,Internal_Audit,1.0,40.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,60.0,55.0,60.0,52.0
DEPT-6737,Audit Services - West Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-5818,Process Excellence - Emerging Region,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Small,Centralized,0.0,2.0,Administrative,,,External_Auditor,2.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,3.0,2.0,0.0,70.0,70.0,75.0,
DEPT-6383,Tactical Quality Assurance,Financial_Reporting,Corporate_HQ,Support,8.0,,Small,Centralized,2.0,2.0,Administrative,Operations,Regulation,Internal_Audit,,40.0,1.0,0.0,1.0,0.0,,,,1.0,1.0,5.0,3.0,1.0,1.0,1.0,5.0,16.0,45.0,40.0,50.0,
DEPT-8317,Metro Group,Financial_Reporting,Corporate_HQ,,7.0,Urban,Large,Centralized,3.0,3.0,Finance,Other,,Internal_Audit,1.0,,0.0,0.0,1.0,,0.0,1.0,1.0,1.0,0.0,4.0,4.0,3.0,1.0,,5.0,0.0,70.0,75.0,75.0,20.0
DEPT-9125,Quality Assurance - Elite Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-8279,Financial Controls - West Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-4532,Ethics and Compliance - East Region,Financial_Reporting,Corporate_HQ,,7.0,,Large,Centralized,4.0,4.0,Compliance,Compliance,,Internal_Audit,2.0,60.0,0.0,0.0,1.0,0.0,,0.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,4.0,4.0,75.0,70.0,75.0,17.0
DEPT-8797,Regional Compliance,Financial_Reporting,Corporate_HQ,Legal,8.0,,,Centralized,1.0,,,,Restructuring,Internal_Audit,1.0,40.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,5.0,2.0,50.0,50.0,,16.0
DEPT-1192,Central Division,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Large,Centralized,2.0,2.0,Other,Other,Restructuring,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,5.0,1.0,1.0,4.0,0.0,60.0,60.0,65.0,
DEPT-7665,Compliance - Premier Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-5543,Innovation Audit Services,Financial_Reporting,Corporate_HQ,Support,3.0,Remote,Large,Autonomous,0.0,2.0,Operations,Operations,Restructuring,,1.0,29.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,0.0,4.0,,2.0,3.0,5.0,2.0,1.0,85.0,77.7,71.2,50.5
DEPT-6000,Prime Hub,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-6007,Elite Branch,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,Small,Centralized,1.0,,Other,Other,Regulation,Internal_Audit,2.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,4.0,2.0,4.0,5.0,2.0,40.0,45.0,50.0,31.0
DEPT-7646,Regulatory Affairs - East Region,Financial_Reporting,Corporate_HQ,Operations,,Urban,Small,Centralized,2.0,1.0,Operations,Other,Regulation,Internal_Audit,3.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,55.0,50.0,55.0,52.0
DEPT-8384,Premier Services,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-2370,North Division,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-4940,Central Quality Assurance,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-7988,Legacy Operations,Risk_Management,Regional_Operations,Operations,10.0,,Large,Hybrid,3.0,4.0,Finance,Technology,Expansion,External_Auditor,4.0,69.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,5.0,,5.0,13.0,82.8,83.7,83.8,36.5
DEPT-5592,Alpha Sector,Financial_Reporting,Corporate_HQ,Operations,8.0,Urban,Small,Centralized,1.0,1.0,Other,Other,,Internal_Audit,1.0,20.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,5.0,,5.0,4.0,0.0,55.0,45.0,0.0,55.0
DEPT-7428,Compliance - Premier Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-2741,Compliance - Strategic Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-7417,Ethics and Compliance - East Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-3692,Internal Controls - Innovation Region,Financial_Reporting,Corporate_HQ,Support,7.0,Remote,Large,Centralized,4.0,4.0,Compliance,Compliance,Regulation,,1.0,20.0,0.0,0.0,0.0,0.0,,1.0,,1.0,0.0,4.0,4.0,,1.0,1.0,5.0,2.0,75.0,80.0,85.0,11.0
DEPT-8332,Metro Department,Financial_Reporting,Corporate_HQ,Operations,7.0,Remote,Large,Centralized,2.0,1.0,Other,Other,Regulation,Internal_Audit,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,2.0,2.0,4.0,,0.0,60.0,60.0,65.0,30.0
DEPT-3181,Process Excellence - Digital Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-6721,Legacy Process Excellence,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,Large,Autonomous,3.0,4.0,Operations,Other,Regulation,Internal_Audit,1.0,40.0,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,5.0,4.0,4.0,1.0,1.0,1.0,0.0,80.0,80.0,,10.0
DEPT-3558,East Department,Financial_Reporting,Corporate_HQ,,5.0,Remote,Large,Centralized,2.0,1.0,Finance,Operations,Expansion,Internal_Audit,,40.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,,2.0,1.0,1.0,,4.0,50.0,45.0,50.0,12.0
DEPT-4564,Risk Management - Tactical Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-4014,Central Audit Services,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-3582,Compliance - East Region,Financial_Reporting,Corporate_HQ,Operations,7.0,Remote,Large,,1.0,2.0,Administrative,Administrative,Restructuring,Internal_Audit,1.0,40.0,0.0,0.0,1.0,,1.0,,1.0,0.0,1.0,3.0,5.0,2.0,,2.0,1.0,2.0,80.0,85.0,90.0,21.0
DEPT-9547,Innovation Unit,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Small,Centralized,,1.0,Other,Other,Restructuring,External_Auditor,,40.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,3.0,2.0,0.0,60.0,65.0,60.0,
DEPT-9224,Advanced Center,Financial_Reporting,Corporate_HQ,Compliance,7.0,Urban,Large,Autonomous,4.0,4.0,Other,Compliance,Restructuring,Internal_Audit,2.0,40.0,0.0,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,4.0,1.0,4.0,1.0,,,,50.0,65.0,65.0,11.0
DEPT-2377,Prime Services,Financial_Reporting,Corporate_HQ,,,Urban,Small,Autonomous,4.0,4.0,Compliance,Finance,Expansion,Internal_Audit,1.0,40.0,,,1.0,0.0,0.0,,1.0,0.0,0.0,4.0,1.0,3.0,3.0,5.0,5.0,6.0,45.0,45.0,50.0,43.0
DEPT-1578,Process Excellence - Metro Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-3242,Financial Controls - North Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-3727,Quality Assurance - Global Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-9651,Emerging Business Integrity,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-9204,Innovation Financial Controls,Financial_Reporting,Regional_Operations,Support,7.0,Urban,Medium,Autonomous,3.0,1.0,Legal,Other,Restructuring,External_Auditor,3.0,14.0,,0.0,0.0,,1.0,0.0,,1.0,0.0,2.0,5.0,,3.0,5.0,2.0,16.0,75.8,81.4,82.5,98.0
DEPT-7965,Innovation Audit Services,Financial_Reporting,Corporate_HQ,Support,,,Large,Centralized,1.0,2.0,Other,Other,Regulation,Internal_Audit,1.0,20.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,5.0,,5.0,1.0,2.0,5.0,4.0,60.0,55.0,55.0,
